DateID,Date
1997Jul18,1992 Jun 05
1998Jul15,1993 Dec
1998Dec01,1993 Jun 15
1999Jun15,1997 Jul 18
1999AugXX,1998 Jul 15
2000OctXX,1998 Dec 01
2000Dec01,1999 Jun 15
2001Feb02,1999 Aug
2001FebXX,2000 Oct
2001AprXX,2000 Dec 01
2001JulXX,2001 Feb 02
2001AugXX,2001 Feb
2001OctXX,2001 Apr
2002JulXX,2001 Jul
2002JulXX,2001 Aug
2013JanXX,2001 Oct
2012XXXX,2002 Jul
2012NovXX,2002 Jul
2012XXXX,2013 Jan
2012Nov16,2012
2012Dec14,2012 Nov
2012Oct30,2012
2012Nov15,2012 Nov 16
2012NovXX,2012 Dec 14
2012Nov01,2012 Oct 30
2013JanXX,2012 Nov 15
2013JunXX,2012 Nov
2013JanXX,2012 Nov 01
2012NovXX,2013 Jan
2013MarXX,2013 Jun
2013AprXX,2013 Jan
2002MayXX,2012 Nov
2002DecXX,2013 Mar
2003FebXX,2013 Apr
2003JanXX,2002 May
2003Dec30,2002 Dec
2003SepXX,2003 Feb
2001JanXX,2003 Jan
2004JanXX,2003 Dec 30
2004Nov25,2003 Sep
2005FebXX,2001 Jan
2004Nov01,2004 Jan
2005MarXX,2004 Nov 25
2005Jan01,2005 Feb
2005Jan31,2004 Nov 01
2005AprXX,2005 Mar
2005NovXX,2005 Jan 01
2006MayXX,2005 Jan 31
2006AprXX,2005 Apr
2006Jun01,2005 Nov
2006Aug01,2006 May
2007MayXX,2006 Apr
2006SepXX,2006 Jun 01
2008Apr15,2006 Aug 01
2008MayXX,2007 May
2009XXXX,2006 Sep
2010AprXX,2008 Apr 15
2011JanXX,2008 May
2011Jan21,2009
2011Apr01,2010 Apr
????XXXX,2011 Jan
????XXXX,2011 Jan 21
2003NovXX,2011 Apr 01
2013JulXX,????
2013XXXX,????
2013XXXX,2003 Nov
2013XXXX,2013 Jul
2013XXXX,2013
2013XXXX,2013
2013XXXX,2013
2013Mar20,2013
2013MarXX,2013
2013Mar21,2013
2013AugXX,2013 Mar 20
2013AugXX,2013 Mar
2013JunXX,2013 Mar 21
2013May01,2013 Aug
2013Mar01,2013 Aug
2013MayXX,2013 Jun
2013XXXX,2013 May 01
2013FebXX,2013 Mar 01
2013AprXX,2013 May
2013Jul01,2013
1991Nov20,2013 Feb
2001MarXX,2013 Apr
2002MarXX,2013 Jul 01
2013Jun21,1991 Nov 20
2013Jun18,2001 Mar
2013Jun10,2002 Mar
2013XXXX,2013 Jun 21
2002NovXX,2013 Jun 18
2013XXXX,2013 Jun 10
2013XXXX,2013
2013AprXX,2002 Nov
2013JulXX,2013
2013OctXX,2013
2013AugXX,2013 Apr
2013JunXX,2013 Jul
2013MayXX,2013 Oct
2013MayXX,2013 Aug
2013JunXX,2013 Jun
2013JulXX,2013 May
2013Jun25,2013 May
2013Oct01,2013 Jun
2010JunXX,2013 Jul
2009Oct06,2013 Jun 25
2008OctXX,2013 Oct 01
2011Feb20,2010 Jun
2006Nov30,2009 Oct 06
2013Oct10,2008 Oct
2013Sep10,2011 Feb 20
2013Aug15,2006 Nov 30
2010Sep17,2013 Oct 10
2013DecXX,2013 Sep 10
2013AugXX,2013 Aug 15
2013AugXX,2010 Sep 17
2013JunXX,2013 Dec
2013MayXX,2013 Aug
2013AprXX,2013 Aug
2013XXXX,2013 Jun
2000Sep15,2013 May
2006Feb01,2013 Apr
1999JulXX,2013
1995Aug15,2000 Sep 15
2013XXXX,2006 Feb 01
2005Sep02,1999 Jul
2007AugXX,1995 Aug 15
2010JunXX,2013
2013OctXX,2005 Sep 02
2013Mar06,2007 Aug
2013Oct01,2010 Jun
2013XXXX,2013 Oct
2013SepXX,2013 Mar 06
2013Sep01,2013 Oct 01
2013Sep06,2013
2013Sep27,2013 Sep
2013Aug28,2013 Sep 01
2009Oct22,2013 Sep 06
2013XXXX,2013 Sep 27
2013DecXX,2013 Aug 28
2014Feb01,2009 Oct 22
2013JulXX,2013
2013AugXX,2013 Dec
2013Jul28,2014 Feb 01
2013DecXX,2013 Jul
2013OctXX,2013 Aug
2012MarXX,2013 Jul 28
2002May24,2013 Dec
2013OctXX,2013 Oct
2009Aug18,2012 Mar
1997Jun13,2002 May 24
2001Sep01,2013 Oct
2002Jan05,2009 Aug 18
2009Nov11,1997 Jun 13
2006Jan01,2001 Sep 01
2013OctXX,2002 Jan 05
2013XXXX,2009 Nov 11
2013OctXX,2006 Jan 01
2013Oct18,2013 Oct
2013Dec18,2013
2013XXXX,2013 Oct
2013XXXX,2013 Oct 18
2014Feb06,2013 Dec 18
2013Nov25,2013
2013Dec05,2013
2014FebXX,2014 Feb 06
2014MarXX,2013 Nov 25
2012JulXX,2013 Dec 05
2014AprXX,2014 Feb
2013NovXX,2014 Mar
2011Apr29,2012 Jul
2014JanXX,2014 Apr
2013NovXX,2013 Nov
2010Jun01,2011 Apr 29
2008JunXX,2014 Jan
2014Jan10,2013 Nov
2003Aug04,2010 Jun 01
2000XXXX,2008 Jun
2009AugXX,2014 Jan 10
2008Apr11,2003 Aug 04
2014MayXX,2000
2014AprXX,2009 Aug
2014MarXX,2008 Apr 11
2014Feb10,2014 May
2014Mar21,2014 Apr
2014Mar04,2014 Mar
2014FebXX,2014 Feb 10
2014MayXX,2014 Mar 21
2010JulXX,2014 Mar 04
2003Apr01,2014 Feb
2014XXXX,2014 May
2002Dec06,2010 Jul
2012FebXX,2003 Apr 01
2014MarXX,2014
2014MayXX,2002 Dec 06
2007JanXX,2012 Feb
2011Jul22,2014 Mar
2014MarXX,2014 May
2010Oct04,2007 Jan
2015JanXX,2011 Jul 22
2014AprXX,2014 Mar
2014Feb07,2010 Oct 04
2014MayXX,2015 Jan
1996Oct01,2014 Apr
1998JunXX,2014 Feb 07
2000JanXX,2014 May
2001XXXX,1996 Oct 01
2003NovXX,1998 Jun
1995SepXX,2000 Jan
2009May08,2001
2003FebXX,2003 Nov
2002JulXX,1995 Sep
2003MarXX,2009 May 08
2005JanXX,2003 Feb
2006Feb21,2002 Jul
1997MayXX,2003 Mar
1994Sep30,2005 Jan
1996Feb20,2006 Feb 21
1998Sep04,1997 May
2011AugXX,1994 Sep 30
2005OctXX,1996 Feb 20
2006MarXX,1998 Sep 04
2009FebXX,2011 Aug
2005JulXX,2005 Oct
2006XXXX,2006 Mar
2008Dec08,2009 Feb
1997Nov24,2005 Jul
1998Dec11,2006
2000Jan15,2008 Dec 08
1997Mar18,1997 Nov 24
1995Jan17,1998 Dec 11
1999Mar16,2000 Jan 15
1999JunXX,1997 Mar 18
1999Aug17,1995 Jan 17
1999Nov05,1999 Mar 16
2003FebXX,1999 Jun
1999Sep30,1999 Aug 17
1999Mar30,1999 Nov 05
1999Jul30,2003 Feb
2001Apr01,1999 Sep 30
2004JulXX,1999 Mar 30
2004MayXX,1999 Jul 30
2000Jul11,2001 Apr 01
2003Mar07,2004 Jul
2002Feb19,2004 May
2002Apr18,2000 Jul 11
1997Sep01,2003 Mar 07
2004Oct10,2002 Feb 19
2004DecXX,2002 Apr 18
2003Jun27,1997 Sep 01
2000DecXX,2004 Oct 10
2004MayXX,2004 Dec
2002AugXX,2003 Jun 27
1997Mar04,2000 Dec
1997OctXX,2004 May
1997JunXX,2002 Aug
1998MarXX,1997 Mar 04
2004JunXX,1997 Oct
1997Oct31,1997 Jun
1995MarXX,1998 Mar
1996Jul23,2004 Jun
1997Mar04,1997 Oct 31
1994Dec09,1995 Mar
1993Nov05,1996 Jul 23
1996Feb22,1997 Mar 04
1997Aug22,1994 Dec 09
2001MarXX,1993 Nov 05
2007FebXX,1996 Feb 22
2007Sep15,1997 Aug 22
2008XXXX,2001 Mar
2011XXXX,2007 Feb
2005NovXX,2007 Sep 15
2014Apr29,2008
2014Nov15,2011
2014SepXX,2005 Nov
2014SepXX,2014 Apr 29
2014XXXX,2014 Nov 15
2014AprXX,2014 Sep
2014NovXX,2014 Sep
2006May23,2014
2007Jul28,2014 Apr
2007Jul17,2014 Nov
2009MarXX,2006 May 23
2012Jul24,2007 Jul 28
2006Mar22,2007 Jul 17
2009Dec08,2009 Mar
2010OctXX,2012 Jul 24
2014Apr23,2006 Mar 22
2014JunXX,2009 Dec 08
2014Sep19,2010 Oct
2014NovXX,2014 Apr 23
2014Oct28,2014 Jun
2014Oct10,2014 Sep 19
2014NovXX,2014 Nov
2014NovXX,2014 Oct 28
2014Oct15,2014 Oct 10
2014XXXX,2014 Nov
2015JanXX,2014 Nov
2014Oct24,2014 Oct 15
2014NovXX,2014
2015JanXX,2015 Jan
2014XXXX,2014 Oct 24
2015FebXX,2014 Nov
2015Jan02,2015 Jan
2015MarXX,2014
2014Nov12,2015 Feb
2015FebXX,2015 Jan 02
2007Aug31,2015 Mar
2014OctXX,2014 Nov 12
2014Oct06,2015 Feb
2015JanXX,2007 Aug 31
2016XXXX,2014 Oct
2015Apr28,2014 Oct 06
2015JunXX,2015 Jan
2015AprXX,2016
2015AprXX,2015 Apr 28
2015Mar24,2015 Jun
2015XXXX,2015 Apr
2015MayXX,2015 Apr
2015Mar16,2015 Mar 24
2000MarXX,2015
2015XXXX,2015 May
2013JanXX,2015 Mar 16
2013May09,2000 Mar
2009JulXX,2015
2012May18,2013 Jan
2014XXXX,2013 May 09
2015XXXX,2009 Jul
2012JulXX,2012 May 18
2006AugXX,2014
2009NovXX,2015
2015NovXX,2012 Jul
2015XXXX,2006 Aug
2014Mar21,2009 Nov
2002Feb01,2015 Nov
2013May01,2015
2015AprXX,2014 Mar 21
2015XXXX,2002 Feb 01
2015May20,2013 May 01
2015JunXX,2015 Apr
2013Mar13,2015
2015Jul15,2015 May 20
2015JunXX,2015 Jun
2015Sep15,2013 Mar 13
2015Jun01,2015 Jul 15
2015Jul31,2015 Jun
2015Jun02,2015 Sep 15
2015Sep15,2015 Jun 01
2015OctXX,2015 Jul 31
2015Jul08,2015 Jun 02
2015Sep09,2015 Sep 15
2015FebXX,2015 Oct
2015MayXX,2015 Jul 08
2015JulXX,2015 Sep 09
2015Aug07,2015 Feb
2015JunXX,2015 May
2015SepXX,2015 Jul
2015AugXX,2015 Aug 07
2015NovXX,2015 Jun
2015NovXX,2015 Sep
2015AugXX,2015 Aug
2016MayXX,2015 Nov
2015XXXX,2015 Nov
2015XXXX,2015 Aug
2015OctXX,2016 May
2015XXXX,2015
2015Aug24,2015
2015Sep30,2015 Oct
2015Jul16,2015
2015XXXX,2015 Aug 24
2015Aug20,2015 Sep 30
2016JanXX,2015 Jul 16
2015AugXX,2015
2015Dec15,2015 Aug 20
2015OctXX,2016 Jan
2015Oct15,2015 Aug
2015NovXX,2015 Dec 15
2016XXXX,2015 Oct
2015XXXX,2015 Oct 15
2015OctXX,2015 Nov
2015Nov15,2016
2004Aug31,2015
2004MarXX,2015 Oct
2004Aug15,2015 Nov 15
2005Jan01,2004 Aug 31
2005SepXX,2004 Mar
2015NovXX,2004 Aug 15
2016Jan04,2005 Jan 01
2016FebXX,2005 Sep
2016JanXX,2015 Nov
2016FebXX,2016 Jan 04
2015NovXX,2016 Feb
2015SepXX,2016 Jan
2016JanXX,2016 Feb
2016Feb01,2015 Nov
2016MarXX,2015 Sep
2015Nov10,2016 Jan
2016JanXX,2016 Feb 01
2016MarXX,2016 Mar
2015Dec20,2015 Nov 10
2015XXXX,2016 Jan
2003SepXX,2016 Mar
2016Oct01,2015 Dec 20
2007Aug15,2015
2016MayXX,2003 Sep
2016JunXX,2016 Oct 01
2016AprXX,2007 Aug 15
2016MayXX,2016 May
2016Mar01,2016 Jun
2016SepXX,2016 Apr
2016Feb23,2016 May
2016May01,2016 Mar 01
2016MarXX,2016 Sep
2016MarXX,2016 Feb 23
2016Mar16,2016 May 01
2016XXXX,2016 Mar
2016Jun05,2016 Mar
2016JulXX,2016 Mar 16
2016MayXX,2016
2016Aug10,2016 Jun 05
2016May12,2016 Jul
2016Oct15,2016 May
2013Mar01,2016 Aug 10
2015FebXX,2016 May 12
2016XXXX,2016 Oct 15
2012XXXX,2013 Mar 01
2015XXXX,2015 Feb
2016AugXX,2016
2016May01,2012
2016MayXX,2015
2016OctXX,2016 Aug
2016JulXX,2016 May 01
2016AugXX,2016 May
2016XXXX,2016 Oct
2014MarXX,2016 Jul
2016SepXX,2016 Aug
2016JunXX,2016
2017JanXX,2014 Mar
2016DecXX,2016 Sep
2016JulXX,2016 Jun
2016NovXX,2017 Jan
2016XXXX,2016 Dec
2016Jun28,2016 Jul
2016Aug11,2016 Nov
2016OctXX,2016
2016Jun23,2016 Jun 28
2016Sep09,2016 Aug 11
2016Sep27,2016 Oct
2016Sep05,2016 Jun 23
2016Nov20,2016 Sep 09
2016XXXX,2016 Sep 27
2016NovXX,2016 Sep 05
2017JanXX,2016 Nov 20
2016Nov01,2016
2014AugXX,2016 Nov
2016Nov15,2017 Jan
2015Aug21,2016 Nov 01
2015SepXX,2014 Aug
2016Nov08,2016 Nov 15
2016XXXX,2015 Aug 21
2016Nov10,2015 Sep
2017Jan08,2016 Nov 08
2016Nov14,2016
2016Dec15,2016 Nov 10
2017Jan08,2017 Jan 08
2016DecXX,2016 Nov 14
2017AprXX,2016 Dec 15
2017MayXX,2017 Jan 08
2017Jan01,2016 Dec
2016NovXX,2017 Apr
2016NovXX,2017 May
2017MarXX,2017 Jan 01
2016Nov04,2016 Nov
2017Jan01,2016 Nov
2016Nov02,2017 Mar
2016Oct01,2016 Nov 04
2016XXXX,2017 Jan 01
2016Oct18,2016 Nov 02
2016NovXX,2016 Oct 01
2017JanXX,2016
2016Nov16,2016 Oct 18
2016Nov22,2016 Nov
2016Oct12,2017 Jan
2017Feb01,2016 Nov 16
2017XXXX,2016 Nov 22
2017Jan10,2016 Oct 12
2017Jan21,2017 Feb 01
2017May06,2017
2017MayXX,2017 Jan 10
2017XXXX,2017 Jan 21
2017AprXX,2017 May 06
2017Jan29,2017 May
2006Aug25,2017
2017Jan15,2017 Apr
2017FebXX,2017 Jan 29
2017Jan29,2006 Aug 25
2017FebXX,2017 Jan 15
2017Mar11,2017 Feb
2017MayXX,2017 Jan 29
2017Mar08,2017 Feb
2017Mar02,2017 Mar 11
2008NovXX,2017 May
2015Aug06,2017 Mar 08
2012XXXX,2017 Mar 02
2012Feb15,2008 Nov
2015Aug19,2015 Aug 06
2014Dec16,2012
2017Sep01,2012 Feb 15
2017OctXX,2015 Aug 19
2017Jul19,2014 Dec 16
2017Jul19,2017 Sep 01
2017Jun26,2017 Oct
2017Jul19,2017 Jul 19
2017JulXX,2017 Jul 19
2017MayXX,2017 Jun 26
2017MayXX,2017 Jul 19
2017May02,2017 Jul
2017JunXX,2017 May
2017May30,2017 May
2017Jun06,2017 May 02
2017Jun01,2017 Jun
2017XXXX,2017 May 30
2017AugXX,2017 Jun 06
2017MayXX,2017 Jun 01
2017AugXX,2017
2017XXXX,2017 Aug
2017MayXX,2018 Oct 2
2017AprXX,2017 May
2017Sep10,2017 Aug
2017AugXX,2017
2017AugXX,2017 May
2012Feb20,2017 Apr
2017Sep15,2017 Sep 10
2017Aug01,2017 Aug
2017Sep01,2017 Aug
2017OctXX,2012 Feb 20
2017DecXX,2017 Sep 15
2017Aug16,2017 Aug 01
2018FebXX,2017 Sep 01
2017AugXX,2017 Oct
2016Mar07,2017 Dec
2018Jan15,2017 Aug 16
2017OctXX,2018 Feb
2017Sep28,2017 Aug
2017JulXX,2016 Mar 07
2018AprXX,2018 Jan 15
2017NovXX,2017 Oct
2017Aug01,2017 Sep 28
2017Aug25,2017 Jul
2017Sep15,2018 Apr
2017XXXX,2017 Nov
2017Nov01,2017 Aug 01
2017Dec31,2017 Aug 25
2017Aug19,2017 Sep 15
2017AugXX,2017
2017Oct06,2017 Nov 01
2017Nov19,2017 Dec 31
2017Nov13,2017 Aug 19
2018JanXX,2017 Aug
2013Jan01,2017 Oct 06
2017Jan17,2017 Nov 19
2014MarXX,2017 Nov 13
2001NovXX,2018 Jan
2017Oct17,2013 Jan 01
2017Oct03,2017 Jan 17
2017Nov10,2014 Mar
2018Jan04,2001 Nov
2017Nov07,2017 Oct 17
2017DecXX,2017 Oct 03
2018FebXX,2017 Nov 10
2018Jan03,2018 Jan 04
2017DecXX,2017 Nov 07
2017Oct20,2017 Dec
2017DecXX,2018 Feb
2018Mar01,2018 Jan 03
2018May30,2017 Dec
2018Mar14,2017 Oct 20
2018JunXX,2017 Dec
2018Apr12,2018 Mar 01
2018MayXX,2018 May 30
2018Feb08,2018 Mar 14
2018Feb12,2018 Jun
2018Feb12,2018 Apr 12
2018MayXX,2018 May
2018XXXX,2018 Feb 08
2018Feb20,2018 Feb 12
2018Apr01,2018 Feb 12
2018JanXX,2018 May
2018Jan12,2018
2018XXXX,2018 Feb 20
2018XXXX,2018 Apr 01
2018Jan04,2018 Jan
2019JanXX,2018 Jan 12
2018Oct05,2018
2018Jun01,2018
2018AugXX,2018 Jan 04
2018Jun06,2019 Jan
2018May30,2018 Oct 05
2018AprXX,2018 Jun 01
2018May29,2018 Aug
2018Jul10,2018 Jun 06
2018Jun25,2018 May 30
2017Dec01,2018 Apr
2017XXXX,2018 May 29
2016JulXX,2018 Jul 10
2018Apr25,2018 Jun 25
2018XXXX,2017 Dec 01
2018Apr17,2017
2018Mar30,2016 Jul
2018Jun28,2018 Apr 25
2018XXXX,2018
2018Jul02,2018 Apr 17
2018XXXX,2018 Mar 30
2015Feb24,2018 Jun 28
2018XXXX,2018
2012Dec15,2018 Jul 02
2018XXXX,2018
unknownXX,2015 Feb 24
